clip_uid,feature_key,source,instance,event_family,official_split,action_type,action_group,difficulty,dive_score,execution_quality,judge_count,judge_scores_json,start_frame,end_frame,frame_count,transition_frames_json,frame_labels_json,subactions_json,splash_path,splash_exists,analysis_role,source_role,judge_label_valid,judge_invalid_reason,judge_consensus_median,judge_sample_sd,judge_pairwise_abs,judge_official_aggregate,judge_aggregate_abs_error,disagreement_primary_eligible,disagreement_supplemental_eligible
FINADivingWorldCup2021_Women3m_semifinal_r4::10,569d5fdc16472b369e7b,FINADivingWorldCup2021_Women3m_semifinal_r4,10,FINADivingWorldCup2021_Women3m_semifinal,train,405b,4,3.0,45.0,5.0,3,"[5.0,5.0,5.0]",15402,15507,106,"[29,56]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r4\10.pkl,True,fit,source_fit,True,valid,5.0,0.0,0.0,5.0,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r4::12,f53eb9b88495fc8e0ad4,FINADivingWorldCup2021_Women3m_semifinal_r4,12,FINADivingWorldCup2021_Women3m_semifinal,train,305b,3,3.0,55.5,6.166666666666667,3,"[6.0,6.0,6.5]",18130,18235,106,"[36,63]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r4\12.pkl,True,fit,source_fit,True,valid,6.0,0.28867513459481287,0.3333333333333333,6.166666666666667,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r4::13,12ddb9b7c005356b7baf,FINADivingWorldCup2021_Women3m_semifinal_r4,13,FINADivingWorldCup2021_Women3m_semifinal,train,305b,3,3.0,67.5,7.5,3,"[7.5,7.5,7.5]",19380,19485,106,"[48,75]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r4\13.pkl,True,fit,source_fit,True,valid,7.5,0.0,0.0,7.5,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r4::15,d1d848155290f83effe7,FINADivingWorldCup2021_Women3m_semifinal_r4,15,FINADivingWorldCup2021_Women3m_semifinal,train,107b,1,3.1,77.5,8.333333333333332,3,"[8.5,8.5,8.0]",22576,22684,109,"[40,71]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r4\15.pkl,True,fit,source_fit,True,valid,8.5,0.2886751345948129,0.3333333333333333,8.333333333333334,1.7763568394002505e-15,False,False
FINADivingWorldCup2021_Women3m_semifinal_r4::16,d66f7a7587f3b18c6288,FINADivingWorldCup2021_Women3m_semifinal_r4,16,FINADivingWorldCup2021_Women3m_semifinal,train,107b,1,3.1,80.6,8.666666666666666,3,"[8.5,8.5,9.0]",23799,23908,110,"[42,73]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r4\16.pkl,True,fit,source_fit,True,valid,8.5,0.2886751345948129,0.3333333333333333,8.666666666666666,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::0,9ab9f3fb1ed2e05e4ad1,FINADivingWorldCup2021_Women3m_semifinal_r5,0,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,63.0,7.0,3,"[7.0,7.0,7.0]",1201,1301,101,"[35,49,60,68]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\0.pkl,True,fit,source_fit,True,valid,7.0,0.0,0.0,7.0,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::1,e8299e0cd323ca20703f,FINADivingWorldCup2021_Women3m_semifinal_r5,1,FINADivingWorldCup2021_Women3m_semifinal,train,305b,3,3.0,63.0,7.0,3,"[7.0,7.0,7.0]",2377,2477,101,"[35,63]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\1.pkl,True,fit,source_fit,True,valid,7.0,0.0,0.0,7.0,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::2,4c3b1eaa68897e24e84a,FINADivingWorldCup2021_Women3m_semifinal_r5,2,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,49.5,5.5,3,"[5.5,5.5,5.5]",3680,3780,101,"[35,49,61,67]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\2.pkl,True,fit,source_fit,True,valid,5.5,0.0,0.0,5.5,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::3,273e4b52735912b89cbe,FINADivingWorldCup2021_Women3m_semifinal_r5,3,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,57.0,6.333333333333333,3,"[6.0,6.5,6.5]",4696,4796,101,"[34,47,57,65]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\3.pkl,True,fit,source_fit,True,valid,6.5,0.28867513459481287,0.3333333333333333,6.333333333333333,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::5,a189c943c1c10e619f94,FINADivingWorldCup2021_Women3m_semifinal_r5,5,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,54.0,6.0,3,"[6.0,6.0,6.0]",6849,6949,101,"[33,42,53,63]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\5.pkl,True,fit,source_fit,True,valid,6.0,0.0,0.0,6.0,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::6,7ccb41734e46b2940210,FINADivingWorldCup2021_Women3m_semifinal_r5,6,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,57.0,6.333333333333333,3,"[6.5,6.0,6.5]",8145,8245,101,"[36,48,60,69]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\6.pkl,True,fit,source_fit,True,valid,6.5,0.28867513459481287,0.3333333333333333,6.333333333333333,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::8,ddf3ad4237c0449a14dc,FINADivingWorldCup2021_Women3m_semifinal_r5,8,FINADivingWorldCup2021_Women3m_semifinal,train,5154b,5,3.4,69.7,6.833333333333334,3,"[7.0,6.5,7.0]",10829,10929,101,"[35,46,65,70]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""32"":""2 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\8.pkl,True,fit,source_fit,True,valid,7.0,0.28867513459481287,0.3333333333333333,6.833333333333333,8.881784197001252e-16,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::9,2ec46001027c17236f6a,FINADivingWorldCup2021_Women3m_semifinal_r5,9,FINADivingWorldCup2021_Women3m_semifinal,train,205b,2,3.0,58.5,6.5,3,"[6.5,6.5,6.5]",12273,12373,101,"[29,56]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\9.pkl,True,fit,source_fit,True,valid,6.5,0.0,0.0,6.5,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::10,f1b1f6908091e3eba46d,FINADivingWorldCup2021_Women3m_semifinal_r5,10,FINADivingWorldCup2021_Women3m_semifinal,train,205b,2,3.0,58.5,6.5,3,"[6.5,6.5,6.5]",13845,13945,101,"[32,60]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\10.pkl,True,fit,source_fit,True,valid,6.5,0.0,0.0,6.5,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::13,fdaf91f5a2445a9917c1,FINADivingWorldCup2021_Women3m_semifinal_r5,13,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,67.5,7.5,3,"[7.5,7.5,7.5]",17817,17917,101,"[36,46,57,71]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\13.pkl,True,fit,source_fit,True,valid,7.5,0.0,0.0,7.5,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::14,cdb345013b67c489e726,FINADivingWorldCup2021_Women3m_semifinal_r5,14,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,72.0,8.0,3,"[8.0,8.0,8.0]",19155,19255,101,"[36,48,62,69]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\14.pkl,True,fit,source_fit,True,valid,8.0,0.0,0.0,8.0,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::15,65b89b5b827a054221af,FINADivingWorldCup2021_Women3m_semifinal_r5,15,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,69.0,7.666666666666667,3,"[7.5,7.5,8.0]",20830,20930,101,"[36,49,61,69]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\15.pkl,True,fit,source_fit,True,valid,7.5,0.28867513459481287,0.3333333333333333,7.666666666666667,0.0,False,False
FINADivingWorldCup2021_Women3m_semifinal_r5::16,19811743fb65d6b67211,FINADivingWorldCup2021_Women3m_semifinal_r5,16,FINADivingWorldCup2021_Women3m_semifinal,train,5152b,5,3.0,78.0,8.666666666666666,3,"[8.5,8.5,9.0]",22329,22433,105,"[37,47,60,71]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""30"":""1 Twist"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINADivingWorldCup2021_Women3m_semifinal_r5\16.pkl,True,fit,source_fit,True,valid,8.5,0.2886751345948129,0.3333333333333333,8.666666666666666,0.0,False,False
FINAWorldChampionships2019_Men10mSynchronised_final_r1::0,ce145513b2704a695285,FINAWorldChampionships2019_Men10mSynchronised_final_r1,0,FINAWorldChampionships2019_Men10mSynchronised_final,train,103b,1,2.0,46.2,7.7,5,"[7.5,7.5,8.0,8.0,7.5]",320,420,101,"[19,52]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""13"":""1.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\0.pkl,True,calibration,source_test,True,valid,7.5,0.2738612787525831,0.3,7.666666666666667,0.033333333333333215,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::1,2411b626756db8d4c386,FINAWorldChampionships2019_Men10mSynchronised_final_r1,1,FINAWorldChampionships2019_Men10mSynchronised_final,train,103b,1,2.0,48.6,8.1,5,"[8.0,8.0,8.5,8.0,8.0]",1770,1870,101,"[39,75]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""13"":""1.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\1.pkl,True,calibration,source_test,True,valid,8.0,0.22360679774997896,0.2,8.0,0.09999999999999964,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::3,7dbb0594cfe7490a4c16,FINAWorldChampionships2019_Men10mSynchronised_final_r1,3,FINAWorldChampionships2019_Men10mSynchronised_final,train,401b,4,2.0,49.2,8.200000000000001,5,"[8.5,7.5,8.5,8.0,8.5]",5005,5105,101,"[13,47]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""36"":""Entry"",""37"":""0.5 Som.Pike"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\3.pkl,True,calibration,source_test,True,valid,8.5,0.4472135954999579,0.5,8.333333333333334,0.13333333333333286,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::4,d930b9927ec193538fa6,FINAWorldChampionships2019_Men10mSynchronised_final_r1,4,FINAWorldChampionships2019_Men10mSynchronised_final,train,101b,1,2.0,51.0,8.5,5,"[9.0,8.0,8.5,8.5,8.5]",6650,6750,101,"[25,55]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""36"":""Entry"",""37"":""0.5 Som.Pike""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\4.pkl,True,calibration,source_test,True,valid,8.5,0.3535533905932738,0.4,8.5,0.0,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::5,374e0c184b10ff0d9f32,FINAWorldChampionships2019_Men10mSynchronised_final_r1,5,FINAWorldChampionships2019_Men10mSynchronised_final,train,101b,1,2.0,51.0,8.5,5,"[9.0,8.5,8.5,8.5,8.0]",8310,8410,101,"[24,56]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""36"":""Entry"",""37"":""0.5 Som.Pike""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\5.pkl,True,calibration,source_test,True,valid,8.5,0.3535533905932738,0.4,8.5,0.0,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::6,5aa6a4db90db8d9b61dd,FINAWorldChampionships2019_Men10mSynchronised_final_r1,6,FINAWorldChampionships2019_Men10mSynchronised_final,train,103b,1,2.0,52.8,8.799999999999999,5,"[8.5,9.0,8.5,9.0,9.0]",9970,10070,101,"[37,68]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""13"":""1.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\6.pkl,True,calibration,source_test,True,valid,9.0,0.27386127875258304,0.3,8.833333333333334,0.03333333333333499,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r1::7,b616093e5acc47d63cef,FINAWorldChampionships2019_Men10mSynchronised_final_r1,7,FINAWorldChampionships2019_Men10mSynchronised_final,train,401b,4,2.0,48.6,8.1,5,"[8.0,8.0,8.0,8.0,8.5]",11745,11845,101,"[27,63]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""36"":""Entry"",""37"":""0.5 Som.Pike"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r1\7.pkl,True,calibration,source_test,True,valid,8.0,0.22360679774997896,0.2,8.0,0.09999999999999964,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r2::1,cdcc850378945ad3eaf1,FINAWorldChampionships2019_Men10mSynchronised_final_r2,1,FINAWorldChampionships2019_Men10mSynchronised_final,train,301b,3,2.0,49.8,8.299999999999999,5,"[8.5,8.5,8.5,8.0,8.0]",2750,2854,105,"[21,58]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""3"":""Reverse"",""36"":""Entry"",""37"":""0.5 Som.Pike""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r2\1.pkl,True,calibration,source_test,True,valid,8.5,0.27386127875258304,0.3,8.333333333333334,0.03333333333333499,False,True
FINAWorldChampionships2019_Men10mSynchronised_final_r2::2,48ff03b2d466670dc2a5,FINAWorldChampionships2019_Men10mSynchronised_final_r2,2,FINAWorldChampionships2019_Men10mSynchronised_final,train,301b,3,2.0,45.0,7.5,5,"[7.5,7.5,7.5,7.5,7.5]",4365,4474,110,"[21,58]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""3"":""Reverse"",""36"":""Entry"",""37"":""0.5 Som.Pike""}",D:\code\papers\data\datasets\splash_data\FINAWorldChampionships2019_Men10mSynchronised_final_r2\2.pkl,True,calibration,source_test,True,valid,7.5,0.0,0.0,7.5,0.0,False,True
